File Name,Date,Particulars,Vch Type,Vch No.,Debit,Credit
HILTI  INDIA  PRIVATE  LIMITED.pdf,9-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5625.00 Dr
CGST
506.25 Dr
SGST
506.25 Dr",74.0,6637.5,
HILTI  INDIA  PRIVATE  LIMITED.pdf,10-Sep-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
7993.92 Dr
CGST
719.45 Dr
SGST
719.45 Dr",75.0,9432.82,
HILTI  INDIA  PRIVATE  LIMITED.pdf,30-Dec-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
4677.04 Dr
CGST
420.93 Dr
SGST
420.93 Dr",65.0,5518.9,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
4943.78 Dr
CGST
444.94 Dr
CGST
506.25 Dr
SGST
444.94 Dr
SGST
506.25 Dr",66.0,6637.5,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
4943.78 Dr
CGST
444.94 Dr
CGST
506.25 Dr
SGST
444.94 Dr
SGST
506.25 Dr",67.0,6637.5,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,Transaction details,Purchase,,69427.1,
HILTI  INDIA  PRIVATE  LIMITED.pdf,6-Feb-20,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
5625.00 Dr
CGST
506.25 Dr
SGST
506.25 Dr",68.0,6637.5,
RAJ AGENCIES.pdf,26-Dec-19,"(as per details)
PURCHASES
IGST","PURCHASES
1695.00 Dr
IGST
305.00 Dr",316.0,1695.0,
GAYATRI ENGINEERING WORKS.pdf,8-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
74900.00 Dr
IGST
13482.00 Dr",358.0,88382.0,
SHANKARA BUILDING PRODUCTS LIMITE.pdf,11-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
932.00 Dr
CGST
83.88 Dr
SGST
83.88 Dr",121.0,932.0,
I S HARDWARE.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
12400.00 Dr
CGST
1116.00 Dr
CGST
981.00 Dr
SGST
1116.00 Dr
SGST
981.00 Dr",166.0,14632.0,
I S HARDWARE.pdf,1-Sep-19,"(as per details)
PURCHASES
CGST
CGST
SGST
SGST","PURCHASES
12400.00 Dr
CGST
1116.00 Dr
CGST
981.00 Dr
SGST
1116.00 Dr
SGST
981.00 Dr",167.0,14632.0,
GEETHA AUTO COMMERCIALS.pdf,18-Oct-19,"(as per details)
PURCHASES
IGST","PURCHASES
8824.62 Dr
IGST
1588.43 Dr",322.0,10500.0,
GEETHA AUTO COMMERCIALS.pdf,20-Nov-19,"(as per details)
PURCHASES
IGST","PURCHASES
8643.19 Dr
IGST
1555.81 Dr",323.0,10199.0,
GEETHA AUTO COMMERCIALS.pdf,26-Feb-20,"(as per details)
PURCHASES
IGST","PURCHASES
11376.66 Dr
IGST
2122.34 Dr",324.0,13499.0,
UNIVERSAL HARDWARE.pdf,11-Apr-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2100.00 Dr
CGST
189.00 Dr
SGST
189.00 Dr",95.0,2100.0,
UNIVERSAL HARDWARE.pdf,15-May-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
2050.00 Dr
CGST
184.50 Dr
SGST
184.50 Dr",96.0,2050.0,
EXTREME ENGINEERING CENTRE.pdf,5-Nov-19,"HDFC Bank  9564 50,000.00 1633 Payment
IMPS-930916361297-EXTREEM",Payment,1633.0,,50000.0
EXTREME ENGINEERING CENTRE.pdf,7-Nov-19,"HDFC Bank  9564 2,00,000.00 1649 Payment
IMPS-931112323916-EXTREEM",Payment,1649.0,,200000.0
EXTREME ENGINEERING CENTRE.pdf,8-Nov-19,"HDFC Bank  9564 3,33,000.00 1651 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1651.0,,333000.0
EXTREME ENGINEERING CENTRE.pdf,10-Nov-19,"HDFC Bank  9564 5,888.00 1660 Payment
IMPS-931411376239-EXTREEM",Payment,1660.0,,5888.0
EXTREME ENGINEERING CENTRE.pdf,12-Nov-19,"HDFC Bank  9564 1,59,279.00 1675 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1675.0,,159279.0
EXTREME ENGINEERING CENTRE.pdf,8-Dec-19,"HDFC Bank  9564 50,000.00 1801 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1801.0,,50000.0
EXTREME ENGINEERING CENTRE.pdf,9-Dec-19,"HDFC Bank  9564 2,00,000.00 1803 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1803.0,,200000.0
EXTREME ENGINEERING CENTRE.pdf,10-Dec-19,"HDFC Bank  9564 87,661.00 1804 Payment
NEFT DR-SBIN0020316-EXTREEM",Payment,1804.0,,87661.0
MARHABA TRADING CO.pdf,17-Aug-19,"(as per details)
PURCHASES
CGST
SGST","PURCHASES
21800.00 Dr
CGST
1962.00 Dr
SGST
1962.00 Dr",239.0,25724.0,
ELCON PRODUCTS.pdf,14-May-19,"(as per details)
PURCHASES
IGST","PURCHASES
25000.00 Dr
IGST
4500.00 Dr",61.0,29500.0,
